Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
21/22,Round 38,20/05/22,Antalyaspor,Galatasaray,1,1,6.71,6.89,4-2-3-1,4-3-1-2,R. Boffin; B. Balcı; (c) V. Sarı; F. Kudryashov; G. Vural; Fredy; Fernando; A. Ndao; L. Adriano; D. Sinik; H. Wright,(c) F. Muslera; S. Boey; V. Nelsson; Marcão; P. v. Aanholt; T. Antalyalı; E. Pulgar; B. Kutlu; H. Dervişoğlu; B. Gomis; R. Babel
21/22,Round 38,20/05/22,Gaziantep,Rizespor,2,0,7.03,6.88,4-1-4-1,4-4-2,M. B. Bozan; S. Kitsiou; E. Ersoy; (c) P. Djilobodji; H. I. Pehlivan; D. Erdoğan; Á. Sagal; R. Niyaz; L. Stankovski; A. Maxim; J. Figueiredo,Z. Görgen; (c) G. Gönül; C. Ponck; E. Topçu; E. Albayrak; D. Hümmet; E. Sabo; R. Mendes; A. Umar; J. Pohjanpalo; P. D. Cissé
21/22,Round 38,21/05/22,Altay,Kasımpaşa,2,4,6.65,,3-5-2,4-1-4-1,C. Topaloğlu; K. Thiam; (c) İ. Öztürk; E. Sarıkaya; E. Erdoğan; C. Gülselam; Thaciano; A. B. Poko; K. Karataş; L. Kappel; M. Rodríguez,E. Canpolat; F. Hadergjonaj; J. Bruma; H. E. Akaydın; M. F. Yıldırım; D. Haspolat; M. Fall; (c) H. Hajradinović; V. Eysseric; J. Muleka; U. Bozok
21/22,Round 38,21/05/22,Sivasspor,Kayserispor,2,1,6.86,6.68,4-2-3-1,4-4-2,E. Satılmış; M. Albayrak; D. Goutas; S. Camara; (c) Z. Erdal; Ö. Yigiter; I. Cofie; S. Yılmaz; K. A. Kesgin; J. Félix; M. Konaté,B. Bayazit; M. Cardoso; U. Demirok; D. Kolovetsios; Y. Subaşı; C. Mané; İ. Akdağ; A. Parmak; G. Sazdağı; (c) İ. Parlak; M. Gavranović
21/22,Round 38,21/05/22,Beşiktaş,Konyaspor,1,1,6.84,6.85,3-4-1-2,4-2-3-1,E. Bilgin; S. Saatçı; (c) N. Uysal; F. Montero; K. Karaman; C. Bozdoğan; E. İlkhan; U. Meraş; R. Ghezzal; G. N'Koudou; C. Larin,(c) I. Šehić; B. Yardımcı; U. Yazğılı; A. Demirbağ; G. H. Sityá; A. Hadžiahmetović; S. Dikmen; K. Michalak; A. Rahmanović; A. d. Silva; S. Cikalleshi
21/22,Round 38,21/05/22,Yeni Malatyaspor,Fenerbahçe,0,5,6.17,7.43,4-2-3-1,4-2-3-1,A. Damlu; B. Başdaş; P. G. Awuku; G. Campi; K. Hafez; J. Nshimirimana; A. Ayna; M. Eskihellaç; (c) B. Çağıran; U. Taniş; H. Osman,(c) A. Bayındır; F. Kadıoğlu; S. Aziz; M. Tisserand; F. Novák; L. Gustavo; M. Zajc; İ. C. Kahveci; M. H. Yandaş; D. Rossi; S. Dursun
21/22,Round 38,22/05/22,Başakşehir,Trabzonspor,3,1,6.94,6.71,4-1-4-1,4-2-3-1,V. Babacan; J. Caiçara; L. Duarte; A. Epureanu; L. Lima; T. Ciğerci; S. Gürler; (c) M. Tekdemir; D. Aleksić; M. Trézéguet; S. Okaka,(c) U. Çakır; D. Toköz; A. Kaplan; V. Hugo; İ. Köybaşı; M. Siopis; B. A. Özdemir; E. Višća; A. Bakasetas; A. N. Nwakaeme; A. Cornelius
21/22,Round 38,22/05/22,Karagümrük,Alanyaspor,0,1,6.82,6.99,4-2-3-1,4-2-3-1,E. Viviano; D. Biraschi; B. Bekaroğlu; D. Luckassen; C. Erkin; A. Uğur; (c) L. Biglia; E. Mor; F. Borini; Y. Karamoh; A. Pešić,S. Kırıntılı; Juanfran; F. Bayır; F. Aksoy; C. Awaziem; U. Güneş; L. Fer; (c) E. Karaca; J. Novais; D. Candeias; F. Diédhiou
21/22,Round 38,22/05/22,Adana DS,Göztepe,7,0,7.37,5.92,4-2-3-1,5-4-1,V. Karakuş; İ. Çokçalış; S. Akaydın; T. T. Sanuç; A. Uludağ; M. Kapı; (c) G. Inler; Y. Akgün; E. Öztümer; M. Vargas; M. Balotelli,A. Özçimen; K. Alıcı; A. Çankaya; M. Mihojević; K. Demirtaş; (c) B. Emir; D. Tijanič; Y. Kayan; E. C. Saçıkara; E. Özkayımoğlu; F. Di Santo
21/22,Round 38,22/05/22,Hatayspor,Giresunspor,4,1,7.19,6.36,4-2-3-1,5-4-1,(c) M. Mohamedi; S. Bas; F. Kurucuk; B. Öksüz; S. Adekugbe; M. Boudjemaa; O. Ergün; S. Lobjanidze; Y. Benzia; Kahraba; A. E. Kaabi,O. Piri; H. Bilazer; F. Yilmaz; (c) Z. Yavru; A. Y. Çınar; B. Gun; M. C. Akbayrak; F. Kütük; H. Traoré; M. Gümüşkaya; M. U. Nayir
21/22,Round 37,14/05/22,Kayserispor,Yeni Malatyaspor,3,0,7.05,6.51,4-4-2,4-2-3-1,C. Gönen; R. Civelek; U. Demirok; D. Kolovetsios; Y. Subaşı; E. Başsan; İ. Akdağ; Campanharo; G. Sazdağı; M. Pektemek; (c) İ. Parlak,A. E. Türkaslan; B. Başdaş; P. G. Awuku; G. Campi; K. Hafez; (c) B. Çağıran; A. Ayna; M. M. Altıntaş; U. Taniş; K. Altunışık; B. Tetteh
21/22,Round 37,15/05/22,Göztepe,Beşiktaşx2,0,2,6.53,6.68,5-3-2,3-4-2-1,A. Özçimen; M. Paluli; D. Arslanagić; M. Mihojević; K. Demirtaş; (c) B. Emir; D. Tijanič; A. Çankaya; Y. Kayan; M. Baku; F. Di Santo,E. Bilgin; S. Saatçı; Welinton; F. Montero; V. Rosier; E. İlkhan; (c) Souza; U. Meraş; C. Larin; G. N'Koudou; R. Ghezzal
21/22,Round 37,15/05/22,Trabzonspor,Altay,2,1,7.01,6.71,4-2-3-1,3-5-2,(c) U. Çakır; S. Asan; A. Kaplan; V. Hugo; İ. Köybaşı; A. Bakasetas; M. Hamšík; E. Višća; A. Ömür; A. N. Nwakaeme; A. Cornelius,C. Topaloğlu; K. Thiam; (c) İ. Öztürk; E. Björkander; C. Karayel; Thaciano; C. Gülselam; A. B. Poko; K. Karataş; L. Kappel; M. Rodríguez
21/22,Round 37,15/05/22,Alanyaspor,Gaziantep,3,0,7.15,6.41,4-2-3-1,4-4-2,Marafona; Juanfran; F. Bayır; F. Aksoy; C. Borja; U. Güneş; L. Fer; (c) E. Karaca; E. Akbaba; E. Bekiroğlu; F. Diédhiou,M. B. Bozan; (c) O. Ceylan; E. Ersoy; A. Toșca; H. I. Pehlivan; Á. Sagal; D. Erdoğan; A. Vetrih; M. Cihan; J. Figueiredo; A. Maxim
21/22,Round 37,15/05/22,Fenerbahçe,Karagümrük,0,0,7.18,6.96,4-2-3-1,4-2-3-1,(c) A. Bayındır; N. Sangaré; S. Aziz; M. Tisserand; F. Kadıoğlu; M. Zajc; L. Gustavo; B. Osayi-Samuel; İ. C. Kahveci; D. Rossi; S. Dursun,E. Viviano; D. Biraschi; B. Bekaroğlu; D. Luckassen; C. Erkin; (c) L. Biglia; K. Bistrović; E. Mor; F. Borini; A. Musa; A. Pešić
21/22,Round 37,15/05/22,Giresunspor,Başakşehir,1,1,6.82,6.75,4-2-3-1,4-1-4-1,O. Piri; (c) Z. Yavru; S. Piçinciol; A. Pérez; H. Bilazer; H. Traoré; Flávio; Serginho; Chiquinho; F. Diabaté; M. U. Nayir,V. Babacan; J. Caiçara; L. Duarte; A. Epureanu; L. Lima; T. Ciğerci; D. Türüç; (c) M. Tekdemir; B. Özcan; M. Trézéguet; F. Gulbrandsen
21/22,Round 37,15/05/22,Kasımpaşa,Antalyaspor,2,4,6.55,,4-1-4-1,4-2-3-1,E. Canpolat; M. F. Yıldırım; J. Bruma; T. Břečka; F. Hadergjonaj; R. Aabid; M. Fall; (c) H. Hajradinović; V. Eysseric; J. Muleka; U. Bozok,R. Boffin; B. Balcı; B. Öztürk; Naldo; G. Vural; (c) Fredy; Fernando; A. Ndao; L. Adriano; D. Sinik; H. Wright
21/22,Round 37,15/05/22,Konyaspor,Hatayspor,3,1,7.12,6.42,4-2-3-1,4-2-3-1,I. Šehić; (c) N. Skubic; M. Çağıran; A. Bardakcı; G. H. Sityá; O. Ülgün; A. Hadžiahmetović; K. Michalak; E. Çekiçi; Z. Bytyqi; S. Cikalleshi,M. Mohamedi; S. Bas; F. Kurucuk; B. Öksüz; E. Kaplan; D. Saint-Louis; M. Boudjemaa; S. Lobjanidze; Y. Benzia; A. E. Kaabi; (c) M. B. Diouf
21/22,Round 37,16/05/22,Rizespor,Sivasspor,1,2,6.67,7.02,4-2-3-1,4-2-3-1,G. Akkan; (c) G. Gönül; C. Ponck; E. Topçu; E. Albayrak; E. Sabo; L. Phiri; T. Boyd; D. Hümmet; A. Umar; P. D. Cissé,A. Ş. Vural; A. Oğuz; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Ulvestad; (c) H. Arslan; E. Yeşilyurt; F. Fajr; M. Gradel; M. Yatabaré
21/22,Round 37,16/05/22,Galatasaray,Adana DS,3,2,6.94,6.64,4-2-3-1,4-2-3-1,(c) F. Muslera; S. Boey; V. Nelsson; Marcão; P. v. Aanholt; E. Pulgar; B. Kutlu; R. Babel; H. Dervişoğlu; K. Aktürkoğlu; B. Gomis,A. Murić; S. Güler; S. Akaydın; S. Deli; A. Uludağ; (c) G. Inler; B. Bjarnason; Y. Akgün; Y. Belhanda; M. Vargas; M. Balotelli
21/22,Round 36,06/05/22,Gaziantep,Kayserispor,1,1,6.85,6.81,3-4-3,4-2-3-1,(c) G. Güvenç; P. Djilobodji; E. Ersoy; A. Toșca; O. Ceylan; R. Niyaz; D. Erdoğan; Á. Sagal; M. Cihan; J. Figueiredo; A. Maxim,S. Lung Jr.; O. Bulut; D. Kolovetsios; J. Attamah; L. Carole; İ. Akdağ; Campanharo; E. Başsan; A. Parmak; G. Sazdağı; (c) İ. Parlak
21/22,Round 36,06/05/22,Hatayspor,Trabzonspor,1,1,6.94,6.86,4-2-3-1,4-2-3-1,(c) M. Mohamedi; S. Bas; I. Sackey; B. Öksüz; S. Adekugbe; O. Ergün; M. Boudjemaa; A. E. Kaabi; D. Saint-Louis; S. Lobjanidze; B. Yıldırım,(c) U. Çakır; S. Asan; A. Kaplan; V. Hugo; İ. Köybaşı; B. A. Özdemir; M. C. Akpinar; Y. Erdoğan; A. Bakasetas; J. Kouassi; T. Djaniny
21/22,Round 36,07/05/22,Karagümrük,Göztepe,3,1,6.93,6.58,4-2-3-1,4-1-4-1,E. Viviano; D. Biraschi; B. Bekaroğlu; D. Luckassen; C. Erkin; J. Durmaz; (c) L. Biglia; A. Musa; E. Mor; F. Borini; A. Pešić,A. Özçimen; K. Alıcı; M. Mihojević; D. Arslanagić; B. Emir; Y. Kayan; M. Baku; D. Tijanič; A. Çankaya; (c) H. Akbunar; F. Di Santo
21/22,Round 36,07/05/22,Sivasspor,Kasımpaşa,1,3,6.59,6.77,4-2-3-1,4-5-1,M. Yıldırım; K. Altınay; D. Goutas; S. Camara; (c) Z. Erdal; Ö. Yigiter; I. Cofie; O. Kayode; K. A. Kesgin; S. Yılmaz; M. Yatabaré,E. Canpolat; F. Hadergjonaj; (c) R. Donk; J. Bruma; E. Elmalı; M. Fall; H. Hajradinović; D. Haspolat; V. Eysseric; A. Mabil; J. Muleka
21/22,Round 36,07/05/22,Adana DS,Alanyaspor,1,2,6.69,6.88,4-2-3-1,4-2-3-1,A. Murić; İ. Çokçalış; S. Akaydın; T. T. Sanuç; J. K. Rassoul; (c) G. Inler; S. Kurt; B. Bjarnason; Y. Akgün; Y. Belhanda; M. Balotelli,Y. Karagöz; F. Aksoy; N. Milunović; C. Awaziem; C. Borja; U. Güneş; L. Fer; Juanfran; (c) E. Karaca; D. Candeias; F. Diédhiou
21/22,Round 36,07/05/22,Başakşehir,Galatasaray,0,0,7.16,7.03,4-1-4-1,4-1-4-1,V. Babacan; J. Caiçara; E. A. Koyuncu; A. Epureanu; L. Lima; T. Ciğerci; D. Türüç; (c) M. Tekdemir; B. Özcan; M. Trézéguet; F. Gulbrandsen,(c) F. Muslera; S. Boey; V. Nelsson; A. Öztürk; P. v. Aanholt; T. Antalyalı; R. Babel; A. Cicâldău; B. Kutlu; K. Aktürkoğlu; M. Mohamed
21/22,Round 36,08/05/22,Altay,Giresunspor,1,1,6.93,6.74,4-5-1,4-2-3-1,C. Topaloğlu; C. Karayel; E. Björkander; K. Thiam; K. Karataş; L. Kappel; A. B. Poko; Thaciano; (c) Z. Yildirim; M. Rodríguez; A. Y. Rayan,O. Piri; Z. Yavru; (c) S. Piçinciol; A. Pérez; E. Taşdemir; H. Traoré; Flávio; F. Diabaté; Chiquinho; M. Gümüşkaya; M. U. Nayir
21/22,Round 36,08/05/22,Yeni Malatyaspor,Rizespor,1,3,6.68,7.02,4-3-3,4-2-3-1,A. Damlu; M. E. Sarikaya; B. Başdaş; G. Campi; P. G. Awuku; (c) B. Çağıran; J. Nshimirimana; A. Ayna; H. Osman; B. Tetteh; M. M. Altıntaş,G. Akkan; (c) G. Gönül; C. Ponck; E. Topçu; E. Albayrak; L. Phiri; E. Sabo; Y. Sarı; D. Hümmet; A. Umar; P. D. Cissé
21/22,Round 36,08/05/22,Beşiktaş,Fenerbahçe,1,1,6.72,6.63,3-4-1-2,4-3-3,E. Destanoğlu; S. Saatçı; Welinton; U. Meraş; K. Karaman; (c) Souza; E. İlkhan; R. Yılmaz; R. Ghezzal; M. Batshuayi; C. Larin,(c) A. Bayındır; N. Sangaré; M. Tisserand; F. Novák; F. Kadıoğlu; M. Zajc; L. Gustavo; M. H. Yandaş; İ. C. Kahveci; S. Dursun; D. Rossi
21/22,Round 36,09/05/22,Antalyaspor,Konyaspor,3,2,6.79,6.71,4-2-3-1,4-2-3-1,R. Boffin; B. Balcı; (c) V. Sarı; F. Kudryashov; G. Vural; Fredy; Fernando; A. Ndao; L. Adriano; D. Sinik; H. Wright,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; K. Michalak; E. Çekiçi; Z. Bytyqi; A. Hassan
21/22,Round 35,29/04/22,Fenerbahçe,Gaziantep,3,2,6.92,6.61,4-2-3-1,3-4-3,(c) A. Bayındır; N. Sangaré; S. Aziz; M. Tisserand; F. Kadıoğlu; L. Gustavo; M. Zajc; İ. C. Kahveci; M. H. Yandaş; D. Rossi; S. Dursun,(c) G. Güvenç; P. Djilobodji; E. Ersoy; A. Toșca; S. Kitsiou; A. Vetrih; D. Erdoğan; Á. Sagal; A. Maxim; M. Demir; J. Figueiredo
21/22,Round 35,29/04/22,Giresunspor,Adana DS,2,0,7.11,6.67,4-2-3-1,4-2-3-1,O. Kocuk; H. Bilazer; S. Piçinciol; A. Pérez; A. Behich; (c) H. Traoré; Flávio; Serginho; Chiquinho; F. Diabaté; M. U. Nayir,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; J. K. Rassoul; (c) G. Inler; S. Kurt; Y. Akgün; B. Bjarnason; M. Vargas; B. Assombalonga
21/22,Round 35,30/04/22,Kasımpaşa,Başakşehir,2,3,6.79,6.82,4-1-4-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; (c) R. Donk; T. Břečka; E. Elmalı; D. Haspolat; M. Fall; H. Hajradinović; V. Eysseric; A. Mabil; J. Muleka,V. Babacan; J. Caiçara; L. Duarte; A. Epureanu; L. Lima; (c) M. Tekdemir; T. Ciğerci; D. Türüç; B. Özcan; M. Trézéguet; F. Gulbrandsen
21/22,Round 35,30/04/22,Konyaspor,Karagümrük,1,2,6.73,6.84,4-2-3-1,4-2-3-1,(c) I. Šehić; N. Skubic; M. Çağıran; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; K. Michalak; E. Çekiçi; Z. Bytyqi; A. Hassan,E. Viviano; D. Biraschi; B. Bekaroğlu; D. Luckassen; C. Erkin; A. Uğur; (c) L. Biglia; A. Musa; E. Mor; F. Borini; A. Pešić
21/22,Round 35,30/04/22,Hatayspor,Altay,0,1,6.87,6.89,4-2-3-1,3-5-2,M. Mohamedi; S. Bas; I. Sackey; B. Öksüz; S. Adekugbe; O. Ergün; M. Boudjemaa; A. E. Kaabi; D. Saint-Louis; R. Ribeiro; (c) M. B. Diouf,M. Lis; K. Thiam; E. Björkander; (c) İ. Öztürk; C. Karayel; Z. Yildirim; C. Gülselam; Thaciano; K. Karataş; A. B. Poko; L. Kappel
21/22,Round 35,30/04/22,Trabzonspor,Antalyaspor,2,2,6.94,6.68,4-1-4-1,4-2-3-1,(c) U. Çakır; D. Toköz; S. Denswil; V. Hugo; T. Puchacz; M. Siopis; E. Višća; A. Ömür; M. Hamšík; T. Djaniny; A. Cornelius,R. Boffin; B. Balcı; (c) V. Sarı; Naldo; G. Vural; Fredy; Fernando; A. Ndao; L. Adriano; D. Sinik; H. Wright
21/22,Round 35,01/05/22,Alanyaspor,Yeni Malatyaspor,2,1,7.13,6.73,4-1-4-1,4-3-3,Y. Karagöz; Juanfran; F. Bayır; N. Milunović; C. Borja; J. Novais; (c) D. Candeias; E. Akbaba; E. Bekiroğlu; O. Aydın; W. Eduardo,A. Damlu; K. Özer; B. Başdaş; P. G. Awuku; B. Yaman; J. Nshimirimana; Y. Ulaş; (c) B. Çağıran; N. Dicko; B. Tetteh; M. M. Altıntaş
21/22,Round 35,01/05/22,Kayserispor,Beşiktaş,2,3,6.7,6.89,4-2-3-1,3-4-1-2,S. Lung Jr.; O. Bulut; M. Hosseini; M. Çetin; L. Carole; J. Attamah; O. Kemen; R. Civelek; A. Bertolacci; (c) M. Thiam; M. Gavranović,E. Destanoğlu; S. Saatçı; Welinton; F. Montero; V. Rosier; (c) A. Hutchinson; E. İlkhan; R. Yılmaz; R. Ghezzal; C. Larin; M. Batshuayi
21/22,Round 35,01/05/22,Galatasaray,Sivasspor,2,3,6.67,6.76,4-2-3-1,4-2-3-1,(c) F. Muslera; S. Boey; V. Nelsson; S. Kaya; P. v. Aanholt; E. Pulgar; T. Antalyalı; R. Babel; E. Kılınç; K. Aktürkoğlu; B. Gomis,A. Ş. Vural; A. Oğuz; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Ulvestad; (c) H. Arslan; E. Yeşilyurt; F. Fajr; M. Gradel; M. Yatabaré
21/22,Round 35,01/05/22,Göztepe,Rizespor,1,7,6.16,7.11,4-1-4-1,4-1-4-1,K. Pirić; M. Paluli; A. Çankaya; K. Demirtaş; F. Moubandje; Y. Kayan; M. Baku; D. Tijanič; Lourency; (c) H. Akbunar; A. Jahović,G. Akkan; (c) G. Gönül; C. Ponck; E. Topçu; E. Albayrak; L. Phiri; Y. Sarı; E. Sabo; G. Fernandes; Y. Bolasie; P. D. Cissé
21/22,Round 34,22/04/22,Rizespor,Fenerbahçe,0,6,6.16,7.39,4-2-3-1,4-2-3-1,G. Akkan; (c) G. Gönül; C. Ponck; S. Holmén; E. Albayrak; F. Baiano; E. Sabo; T. Boyd; A. Potuk; Y. Bolasie; J. Pohjanpalo,(c) A. Bayındır; B. Osayi-Samuel; S. Aziz; M. Kim; F. Kadıoğlu; M. Zajc; M. Crespo; İ. C. Kahveci; M. H. Yandaş; D. Rossi; S. Dursun
21/22,Round 34,23/04/22,Karagümrük,Giresunspor,2,1,6.73,6.65,4-1-4-1,4-2-3-1,E. Viviano; D. Biraschi; B. Bekaroğlu; D. Luckassen; C. Erkin; (c) L. Biglia; E. Mor; K. Bistrović; M. Mercan; Y. Karamoh; A. Pešić,O. Kocuk; H. Bilazer; S. Piçinciol; A. Pérez; (c) A. Behich; H. Traoré; Flávio; M. S. Suleymanov; Chiquinho; Serginho; M. U. Nayir
21/22,Round 34,23/04/22,Gaziantep,Göztepe,1,1,6.86,6.81,3-5-2,4-1-4-1,(c) G. Güvenç; P. Djilobodji; E. Ersoy; A. Toșca; S. Kitsiou; F. Soyalp; A. Vetrih; A. Maxim; Á. Sagal; M. Cihan; M. Demir,A. Özçimen; M. Paluli; D. Arslanagić; K. Demirtaş; B. Emir; A. Çankaya; (c) H. Akbunar; Y. Kayan; D. Tijanič; Lourency; F. Di Santo
21/22,Round 34,23/04/22,Adana DS,Trabzonspor,1,3,6.6,6.88,4-2-3-1,4-1-4-1,A. Murić; J. Svensson; S. Akaydın; S. Deli; J. K. Rassoul; (c) G. Inler; B. Bjarnason; D. Babajide; Y. Akgün; M. Vargas; B. Assombalonga,(c) U. Çakır; B. Peres; D. Toköz; V. Hugo; S. Denswil; M. Siopis; E. Višća; A. Ömür; M. Hamšík; J. Kouassi; A. Cornelius
