Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
21/22,Round 30,20/03/22,Gaziantep,Galatasaray,3,1,7.29,6.55,3-5-2,4-1-4-1,(c) G. Güvenç; P. Djilobodji; S. Caulker; A. Toșca; S. Kitsiou; R. Niyaz; D. Erdoğan; A. Maxim; Á. Sagal; M. Demir; J. Figueiredo,(c) F. Muslera; S. Kaya; V. Nelsson; Marcão; P. v. Aanholt; T. Antalyalı; O. Moruțan; B. Kutlu; E. Kılınç; K. Aktürkoğlu; B. Gomis
21/22,Round 30,20/03/22,Fenerbahçe,Konyaspor,2,1,7.2,6.69,4-2-3-1,4-2-3-1,A. Bayındır; B. Osayi-Samuel; S. Aziz; M. Kim; A. Szalai; M. Crespo; M. Zajc; İ. C. Kahveci; (c) M. Özil; D. Rossi; S. Dursun,(c) I. Šehić; N. Skubic; M. Çağıran; A. Demirbağ; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; A. d. Silva; E. Çekiçi; Z. Bytyqi; S. Cikalleshi
21/22,Round 29,12/03/22,Hatayspor,Karagümrük,3,0,7.31,6.41,4-2-3-1,4-1-4-1,M. Mohamedi; K. A. Çörekçi; I. Sackey; B. Öksüz; S. Adekugbe; O. Ergün; M. Boudjemaa; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; (c) M. B. Diouf,E. Viviano; S. Dursun; D. Biraschi; J. Balkovec; C. Erkin; (c) L. Biglia; K. Bistrović; A. Uğur; A. Touré; Y. Salibur; A. Musa
21/22,Round 29,12/03/22,Altay,Yeni Malatyaspor,1,0,6.87,6.68,4-1-4-1,4-2-3-1,M. Lis; C. Karayel; (c) İ. Öztürk; M. Akça; K. Karataş; Thaciano; L. Kappel; A. B. Poko; C. Pinares; M. Rodríguez; M. Paixão,(c) E. Özbir; M. Zeffane; O. Haddadi; G. Campi; K. Hafez; J. Nshimirimana; O. Azubuike; M. Eskihellaç; K. Özer; M. Chouiar; N. Dicko
21/22,Round 29,12/03/22,Kasımpaşa,Rizespor,3,1,7.15,6.62,4-1-4-1,4-2-3-1,E. Taşkıran; F. Hadergjonaj; (c) R. Donk; T. Serbest; M. B. Ouanes; D. Haspolat; M. Fall; H. Hajradinović; V. Eysseric; A. Mabil; J. Muleka,G. Akkan; F. Baiano; (c) S. Ay; S. Holmén; E. Albayrak; L. Phiri; G. Fernandes; T. Boyd; F. Boldrin; Y. Bolasie; P. D. Cissé
21/22,Round 29,12/03/22,Trabzonspor,Göztepe,4,2,7.21,6.52,4-2-3-1,4-5-1,(c) U. Çakır; B. Peres; S. Denswil; A. Kaplan; A. Trondsen; B. A. Özdemir; M. Siopis; E. Višća; A. Ömür; A. N. Nwakaeme; A. Cornelius,İ. C. Eğribayat; K. Alıcı; D. Arslanagić; W. Ángel; B. Emir; (c) H. Akbunar; S. Aydoğdu; O. Nwobodo; A. Kara; C. Ndiaye; F. Di Santo
21/22,Round 29,13/03/22,Kayserispor,Konyaspor,2,3,6.76,6.93,4-4-2,4-2-3-1,B. Bayazit; O. Bulut; (c) U. Demirok; M. Hosseini; L. Carole; C. Mané; J. Attamah; A. Parmak; M. Cardoso; M. Pektemek; M. Gavranović,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; A. d. Silva; A. Rahmanović; Z. Bytyqi; S. Cikalleshi
21/22,Round 29,13/03/22,Adana DS,Sivasspor,2,3,6.49,6.87,4-2-3-1,4-1-4-1,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; K. Kanak; S. Kurt; (c) B. Stambouli; Y. Akgün; B. Bjarnason; M. Vargas; M. Balotelli,A. Ş. Vural; E. Yeşilyurt; D. Goutas; C. Osmanpaşa; (c) Z. Erdal; H. Arslan; P. Henrique; F. Ulvestad; F. Fajr; M. Gradel; O. Kayode
21/22,Round 29,13/03/22,Alanyaspor,Fenerbahçe,2,5,6.65,7.27,3-4-2-1,4-2-3-1,Marafona; C. Awaziem; N. Milunović; F. Bayır; Juanfran; J. Novais; U. Güneş; T. Bingöl; E. Akbaba; E. Bekiroğlu; (c) E. Karaca,A. Bayındır; O. Tufan; S. Aziz; M. Kim; A. Szalai; M. Crespo; M. Zajc; B. Osayi-Samuel; (c) M. Özil; D. Rossi; S. Dursun
21/22,Round 29,14/03/22,Başakşehir,Antalyaspor,0,1,6.8,7.0,4-1-4-1,4-2-3-1,(c) V. Babacan; J. Caiçara; L. Duarte; R. Tagir; H. A. Kaldırım; T. Ciğerci; S. Gürler; D. Aleksić; Pizzi; Ö. A. Şahiner; N. Chadli,R. Boffin; B. Balcı; (c) V. Sarı; F. Kudryashov; G. Vural; A. Poli; Fernando; A. Ndao; L. Adriano; D. Sinik; H. Wright
21/22,Round 29,14/03/22,Galatasaray,Beşiktaş,2,1,6.83,6.71,4-1-4-1,4-2-3-1,I. Peña; O. Elabdellaoui; V. Nelsson; Marcão; P. v. Aanholt; T. Antalyalı; E. Kılınç; (c) S. Feghouli; B. Kutlu; K. Aktürkoğlu; M. Mohamed,E. Destanoğlu; V. Rosier; N. Uysal; D. Vida; U. Meraş; C. Bozdoğan; (c) A. Hutchinson; R. Ghezzal; A. Teixeira; K. Karaman; G. Yalçın
21/22,Round 29,14/03/22,Giresunspor,Gaziantep,2,1,6.81,6.84,4-2-3-1,3-5-2,O. Kocuk; H. Bilazer; (c) M. Diarra; A. Pérez; A. Behich; H. Traoré; Flávio; Serginho; Chiquinho; M. Gümüşkaya; M. U. Nayir,(c) G. Güvenç; P. Djilobodji; S. Caulker; A. Toșca; O. Ceylan; F. Soyalp; A. Vetrih; A. Maxim; Á. Sagal; M. Demir; J. Figueiredo
21/22,Round 28,04/03/22,Yeni Malatyaspor,Adana DS,1,0,7.19,6.81,4-1-4-1,4-2-3-1,(c) E. Özbir; M. Zeffane; O. Haddadi; G. Campi; K. Hafez; O. Azubuike; M. Eskihellaç; J. Nshimirimana; B. Çağıran; M. Chouiar; N. Dicko,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; K. Kanak; (c) G. Inler; B. Stambouli; Y. Akgün; B. Bjarnason; M. Vargas; M. Balotelli
21/22,Round 28,05/03/22,Rizespor,Giresunspor,1,2,6.89,6.7,4-1-4-1,4-2-3-1,(c) G. Akkan; E. Albayrak; S. Holmén; C. Ponck; C. Sertel; B. Dabo; Y. Sarı; G. Fernandes; R. Mendes; T. Boyd; J. Pohjanpalo,O. Kocuk; H. Bilazer; (c) M. Diarra; A. Pérez; A. Behich; H. Traoré; Flávio; Serginho; Chiquinho; M. Gümüşkaya; M. U. Nayir
21/22,Round 28,05/03/22,Göztepe,Kasımpaşa,2,3,6.6,6.83,3-4-3,4-1-4-1,İ. C. Eğribayat; D. Arslanagić; (c) A. Nukan; W. Ángel; K. Alıcı; O. Nwobodo; A. Kara; F. Moubandje; O. Tannane; C. Ndiaye; F. Di Santo,E. Taşkıran; F. Hadergjonaj; (c) R. Donk; T. Serbest; E. Elmalı; D. Haspolat; M. Fall; H. Hajradinović; V. Eysseric; M. B. Ouanes; J. Muleka
21/22,Round 28,05/03/22,Konyaspor,Galatasaray,2,0,7.15,6.69,4-2-3-1,4-2-3-1,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; A. d. Silva; A. Rahmanović; Z. Bytyqi; A. Hassan,I. Peña; S. Boey; V. Nelsson; (c) Marcão; P. v. Aanholt; B. Kutlu; E. Pulgar; E. Kılınç; A. Cicâldău; K. Aktürkoğlu; B. Gomis
21/22,Round 28,06/03/22,Karagümrük,Altay,0,0,7.06,6.71,4-1-4-1,4-1-4-1,E. Viviano; S. Dursun; D. Biraschi; J. Balkovec; C. Erkin; (c) L. Biglia; E. Mor; K. Bistrović; M. Mercan; J. Durmaz; A. Musa,M. Lis; C. Karayel; E. Björkander; M. Akça; M. Naderi; Thaciano; L. Kappel; A. B. Poko; (c) C. Pinares; M. Rodríguez; D. Kadah
21/22,Round 28,06/03/22,Antalyaspor,Sivasspor,1,0,6.92,6.69,4-2-3-1,4-3-3,R. Boffin; S. Floranus; V. Sarı; Naldo; G. Vural; (c) H. Özmert; Fernando; A. Ndao; A. Mehmedi; D. Sinik; L. Adriano,A. Ş. Vural; A. Oğuz; D. Goutas; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; I. Cofie; K. A. Kesgin; P. Henrique; M. Yatabaré; M. Gradel
21/22,Round 28,06/03/22,Fenerbahçe,Trabzonspor,1,1,6.6,6.91,4-2-3-1,4-1-4-1,(c) A. Bayındır; B. Osayi-Samuel; S. Aziz; M. Kim; A. Szalai; M. Crespo; M. Zajc; İ. C. Kahveci; M. H. Yandaş; D. Rossi; S. Dursun,(c) U. Çakır; B. Peres; S. Denswil; A. Kaplan; T. Puchacz; M. Siopis; E. Višća; A. Bakasetas; A. Ömür; A. N. Nwakaeme; A. Cornelius
21/22,Round 28,07/03/22,Beşiktaş,Başakşehir,2,2,6.79,6.66,4-2-3-1,4-1-4-1,E. Destanoğlu; V. Rosier; S. Saatçı; Welinton; U. Meraş; C. Bozdoğan; (c) A. Hutchinson; R. Ghezzal; A. Teixeira; K. Karaman; G. Yalçın,(c) V. Babacan; J. Caiçara; L. Duarte; R. Tagir; H. A. Kaldırım; T. Ciğerci; S. Gürler; D. Aleksić; B. Özcan; M. Trézéguet; S. Okaka
21/22,Round 28,07/03/22,Gaziantep,Hatayspor,2,2,6.82,6.72,3-5-2,4-2-3-1,M. B. Bozan; (c) P. Djilobodji; S. Caulker; A. Toșca; O. Ceylan; F. Soyalp; D. Erdoğan; R. Niyaz; Á. Sagal; J. Figueiredo; A. Maxim,M. Mohamedi; S. Bas; I. Sackey; B. Öksüz; S. Adekugbe; O. Ergün; M. Boudjemaa; A. E. Kaabi; R. Ribeiro; S. Lobjanidze; (c) M. B. Diouf
21/22,Round 28,07/03/22,Kayserispor,Alanyaspor,1,2,6.59,7.02,4-1-4-1,3-4-2-1,C. Gönen; O. Bulut; (c) U. Demirok; M. Çetin; L. Carole; İ. Akdağ; M. Cardoso; A. Bertolacci; A. Parmak; C. Mané; M. Gavranović,S. Kırıntılı; C. Awaziem; N. Milunović; M. Mevlja; T. Bingöl; L. Fer; U. Güneş; C. Borja; (c) E. Karaca; E. Bekiroğlu; O. Aydın
21/22,Round 27,25/02/22,Adana DS,Antalyaspor,0,0,6.91,6.94,4-2-3-1,4-2-3-1,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; A. Uludağ; (c) G. Inler; D. Djoković; Y. Akgün; Y. Belhanda; M. Vargas; M. Balotelli,R. Boffin; S. Floranus; V. Sarı; Naldo; G. Vural; (c) H. Özmert; Fernando; A. Ndao; A. Mehmedi; D. Sinik; L. Adriano
21/22,Round 27,25/02/22,Trabzonspor,Kayserispor,3,2,7.08,6.78,4-2-3-1,4-5-1,(c) U. Çakır; B. Peres; A. Kaplan; V. Hugo; T. Puchacz; A. Ömür; M. Siopis; E. Višća; A. Bakasetas; A. N. Nwakaeme; A. Cornelius,S. Lung Jr.; O. Bulut; M. Hosseini; M. Çetin; L. Carole; M. Cardoso; R. Civelek; A. Parmak; J. Attamah; (c) M. Thiam; M. Gavranović
21/22,Round 27,26/02/22,Başakşehir,Karagümrük,1,2,6.75,6.83,4-1-4-1,4-4-1-1,V. Babacan; J. Caiçara; L. Duarte; (c) A. Epureanu; H. A. Kaldırım; T. Ciğerci; S. Gürler; Pizzi; B. Özcan; M. Trézéguet; S. Okaka,E. Viviano; S. Dursun; B. Bekaroğlu; J. Balkovec; C. Erkin; E. Mor; (c) L. Biglia; A. Touré; F. Borini; K. Bistrović; A. Musa
21/22,Round 27,26/02/22,Sivasspor,Beşiktaş,2,3,7.04,6.91,4-3-3,4-2-3-1,M. Yıldırım; C. Osmanpaşa; D. Goutas; S. Camara; U. Çiftçi; (c) H. Arslan; I. Cofie; F. Fajr; P. Henrique; M. Yatabaré; E. Yeşilyurt,E. Destanoğlu; V. Rosier; Welinton; F. Montero; U. Meraş; N. Uysal; (c) A. Hutchinson; R. Ghezzal; A. Teixeira; K. Karaman; M. Batshuayi
21/22,Round 27,27/02/22,Altay,Gaziantep,3,2,6.75,6.69,4-1-4-1,3-5-2,M. Lis; C. Karayel; E. Björkander; M. Akça; M. Naderi; Thaciano; L. Kappel; A. B. Poko; (c) C. Pinares; M. Rodríguez; D. Kadah,(c) G. Güvenç; P. Djilobodji; S. Caulker; A. Toșca; O. Ceylan; A. Merkel; D. Erdoğan; F. Soyalp; Á. Sagal; J. Figueiredo; A. Maxim
21/22,Round 27,27/02/22,Giresunspor,Göztepe,3,1,6.99,6.61,4-4-1-1,3-4-2-1,O. Kocuk; (c) Z. Yavru; M. Diarra; A. Pérez; A. Behich; Serginho; Chiquinho; Flávio; M. Gümüşkaya; F. Diabaté; M. U. Nayir,İ. C. Eğribayat; A. Çankaya; A. Nukan; W. Ángel; K. Alıcı; O. Nwobodo; S. Aydoğdu; B. Emir; C. Ndiaye; (c) H. Akbunar; O. Tannane
21/22,Round 27,27/02/22,Alanyaspor,Konyaspor,5,1,6.94,6.44,4-1-4-1,4-2-3-1,Marafona; Juanfran; F. Bayır; F. Aksoy; T. Bingöl; J. Novais; (c) E. Karaca; E. Akbaba; U. Güneş; D. Candeias; F. Diédhiou,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; A. Rahmanović; P. Mpoku; A. d. Silva; S. Dikmen; Z. Bytyqi; A. Hassan
21/22,Round 27,27/02/22,Hatayspor,Yeni Malatyaspor,5,2,7.07,6.46,4-2-3-1,4-3-3,M. Mohamedi; K. A. Çörekçi; I. Sackey; S. Falette; S. Adekugbe; O. Ergün; R. Ribeiro; A. E. Kaabi; Y. Benzia; S. Bas; (c) M. B. Diouf,(c) E. Özbir; M. Zeffane; B. Başdaş; G. Campi; O. Haddadi; D. N'Dong; O. Azubuike; B. Çağıran; M. Eskihellaç; N. Dicko; K. Hafez
21/22,Round 27,27/02/22,Galatasaray,Rizespor,4,2,7.11,6.52,4-2-3-1,4-2-3-1,I. Peña; O. Elabdellaoui; V. Nelsson; (c) Marcão; P. v. Aanholt; B. Kutlu; T. Antalyalı; E. Kılınç; A. Cicâldău; K. Aktürkoğlu; M. Mohamed,T. Çetin; F. Baiano; S. Holmén; C. Ponck; E. Albayrak; L. Phiri; G. Fernandes; Y. Sarı; (c) F. Boldrin; T. Boyd; J. Pohjanpalo
21/22,Round 27,28/02/22,Kasımpaşa,Fenerbahçe,1,2,6.79,6.85,4-1-4-1,4-2-3-1,(c) E. Taşkıran; F. Hadergjonaj; U. Spajić; T. Serbest; E. Elmalı; D. Haspolat; M. Fall; H. Hajradinović; V. Eysseric; M. B. Ouanes; U. Bozok,(c) A. Bayındır; B. Osayi-Samuel; S. Aziz; M. Kim; A. Szalai; M. Crespo; M. Zajc; A. Güler; İ. C. Kahveci; D. Rossi; M. Berisha
21/22,Round 26,18/02/22,Rizespor,Başakşehir,0,2,6.79,6.98,4-2-3-1,4-1-4-1,T. Çetin; (c) G. Gönül; S. Holmén; C. Ponck; C. Sertel; F. Baiano; E. Sabo; F. Boldrin; G. Fernandes; Y. Sarı; J. Pohjanpalo,(c) V. Babacan; J. Caiçara; L. Duarte; Y. Ndayishimiye; H. A. Kaldırım; T. Ciğerci; S. Gürler; Pizzi; B. Özcan; M. Trézéguet; S. Okaka
21/22,Round 26,18/02/22,Konyaspor,Kasımpaşa,4,4,6.62,6.69,4-2-3-1,4-1-4-1,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; A. Hadžiahmetović; S. Dikmen; A. d. Silva; A. Rahmanović; Z. Bytyqi; A. Hassan,E. Taşkıran; F. Hadergjonaj; (c) R. Donk; U. Spajić; E. Elmalı; D. Haspolat; M. Fall; R. Aabid; V. Eysseric; M. B. Ouanes; U. Bozok
21/22,Round 26,19/02/22,Yeni Malatyaspor,Antalyaspor,1,2,6.77,6.78,4-2-3-1,4-2-3-1,E. Özbir; M. Zeffane; (c) S. Çiftpınar; G. Campi; O. Haddadi; G. Donsah; O. Azubuike; M. Eskihellaç; K. Özer; M. Chouiar; N. Dicko,R. Boffin; B. Balcı; Naldo; F. Kudryashov; G. Vural; A. Poli; Fernando; A. Ndao; (c) Fredy; D. Sinik; L. Adriano
21/22,Round 26,19/02/22,Kayserispor,Giresunspor,2,1,6.84,6.69,4-5-1,4-2-3-1,B. Bayazit; O. Bulut; M. Hosseini; M. Çetin; L. Carole; M. Cardoso; İ. Akdağ; A. Parmak; A. Bertolacci; (c) M. Thiam; M. Gavranović,O. Kocuk; (c) Z. Yavru; S. Piçinciol; M. Diarra; A. Behich; H. Traoré; Flávio; Serginho; Chiquinho; F. Diabaté; S. Doukara
21/22,Round 26,19/02/22,Beşiktaş,Altay,1,0,7.11,6.85,4-2-3-1,4-1-4-1,E. Destanoğlu; K. Kalafat; Welinton; D. Vida; U. Meraş; Souza; (c) N. Uysal; R. Ghezzal; A. Teixeira; K. Karaman; G. Yalçın,M. Lis; C. Karayel; E. Björkander; (c) İ. Öztürk; Ö. Özkaya; Thaciano; L. Kappel; Z. Yildirim; C. Pinares; K. Karataş; D. Kadah
21/22,Round 26,20/02/22,Gaziantep,Adana DS,0,3,6.71,7.18,3-5-2,4-2-3-1,(c) G. Güvenç; P. Djilobodji; E. Ersoy; S. Caulker; S. Kitsiou; F. Soyalp; A. Vetrih; R. Niyaz; H. Mendyl; M. Demir; Á. Sagal,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; K. Kanak; (c) G. Inler; B. Stambouli; Y. Akgün; Y. Belhanda; M. Vargas; B. Assombalonga
21/22,Round 26,20/02/22,Alanyaspor,Trabzonspor,0,4,6.52,7.09,4-1-4-1,4-2-3-1,Marafona; Juanfran; N. Milunović; F. Aksoy; C. Borja; J. Novais; (c) E. Karaca; E. Akbaba; E. Bekiroğlu; D. Candeias; W. Eduardo,(c) U. Çakır; B. Peres; A. Kaplan; V. Hugo; T. Puchacz; D. Toköz; M. Siopis; E. Višća; A. Bakasetas; A. N. Nwakaeme; A. Cornelius
21/22,Round 26,20/02/22,Karagümrük,Sivasspor,1,0,6.94,6.7,4-4-1-1,4-1-4-1,E. Viviano; S. Dursun; D. Luckassen; B. Bekaroğlu; C. Erkin; E. Mor; K. Bistrović; (c) L. Biglia; J. Durmaz; F. Borini; A. Musa,M. Yıldırım; E. Yeşilyurt; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; I. Cofie; P. Henrique; J. Félix; F. Fajr; M. Gradel; O. Kayode
21/22,Round 26,20/02/22,Fenerbahçe,Hatayspor,2,0,7.2,6.48,4-3-3,4-2-3-1,A. Bayındır; (c) O. Tufan; S. Aziz; M. Tisserand; Ç. Kurukalıp; M. Zajc; M. Crespo; A. Güler; B. Osayi-Samuel; S. Dursun; D. Rossi,(c) M. Mohamedi; K. A. Çörekçi; I. Sackey; B. Öksüz; S. Adekugbe; O. Ergün; R. Ribeiro; S. Lobjanidze; Y. Benzia; D. Saint-Louis; A. E. Kaabi
21/22,Round 26,21/02/22,Göztepe,Galatasaray,2,3,6.69,6.79,3-4-2-1,4-2-3-1,İ. C. Eğribayat; D. Arslanagić; A. Nukan; W. Ángel; K. Alıcı; O. Nwobodo; S. Aydoğdu; B. Emir; C. Ndiaye; (c) H. Akbunar; F. Di Santo,I. Peña; O. Elabdellaoui; V. Nelsson; Marcão; (c) Ö. Bayram; E. Pulgar; T. Antalyalı; R. Babel; H. Dervişoğlu; K. Aktürkoğlu; M. Mohamed
21/22,Round 25,11/02/22,Altay,Rizespor,0,0,6.76,6.95,4-3-3,4-1-4-1,M. Lis; T. Ünlü; E. Björkander; M. Akça; (c) Ö. Özkaya; Z. Yildirim; Thaciano; M. Rodríguez; L. Kappel; D. Kadah; K. Karataş,T. Çetin; S. Holmén; (c) S. Ay; C. Ponck; C. Sertel; F. Baiano; Y. Sarı; F. Boldrin; G. Fernandes; Y. Bolasie; J. Pohjanpalo
21/22,Round 25,12/02/22,Başakşehir,Gaziantep,2,0,6.97,6.83,4-1-4-1,3-5-2,V. Babacan; J. Caiçara; Y. Ndayishimiye; (c) A. Epureanu; H. A. Kaldırım; B. Özcan; S. Gürler; Pizzi; N. Chadli; M. Trézéguet; S. Okaka,(c) G. Güvenç; P. Djilobodji; E. Ersoy; A. Toșca; O. Ceylan; F. Soyalp; A. Vetrih; R. Niyaz; H. Mendyl; M. Demir; A. Maxim
21/22,Round 25,12/02/22,Giresunspor,Fenerbahçe,1,2,6.63,6.96,4-2-3-1,4-1-4-1,O. Kocuk; (c) Z. Yavru; M. Diarra; A. Pérez; A. Behich; H. Traoré; Flávio; Serginho; Chiquinho; F. Diabaté; M. U. Nayir,(c) A. Bayındır; N. Sangaré; M. Kim; A. Szalai; F. Kadıoğlu; J. Sosa; B. Osayi-Samuel; M. Zajc; M. H. Yandaş; D. Rossi; Enner Valencia
