Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
21/22,Round 25,12/02/22,Galatasaray,Kayserispor,1,1,7.06,6.83,4-1-4-1,4-4-1-1,I. Peña; S. Boey; V. Nelsson; Marcão; P. v. Aanholt; T. Antalyalı; R. Babel; (c) S. Feghouli; B. Kutlu; K. Aktürkoğlu; B. Gomis,B. Bayazit; O. Bulut; M. Hosseini; M. Çetin; L. Carole; R. Civelek; J. Attamah; İ. Akdağ; M. Cardoso; A. Bertolacci; (c) M. Pektemek
21/22,Round 25,13/02/22,Sivasspor,Yeni Malatyaspor,2,1,6.85,6.89,4-1-4-1,4-2-3-1,M. Yıldırım; E. Yeşilyurt; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; K. Altınay; P. Henrique; K. A. Kesgin; F. Fajr; M. Gradel; O. Kayode,E. Özbir; M. Zeffane; (c) S. Çiftpınar; G. Campi; O. Haddadi; O. Azubuike; G. Donsah; M. Eskihellaç; K. Özer; M. Chouiar; N. Dicko
21/22,Round 25,13/02/22,Antalyaspor,Karagümrük,3,0,7.23,6.59,4-2-3-1,4-1-4-1,D. Sousa; B. Balcı; Naldo; F. Kudryashov; S. Floranus; (c) H. Özmert; Fernando; A. Ndao; Fredy; D. Sinik; L. Adriano,E. Viviano; S. Dursun; D. Luckassen; E. Zukanović; C. Erkin; (c) L. Biglia; E. Mor; K. Bistrović; A. Touré; F. Borini; Y. Karamoh
21/22,Round 25,13/02/22,Kasımpaşa,Alanyaspor,2,2,6.87,6.77,4-1-4-1,4-1-4-1,E. Taşkıran; F. Hadergjonaj; (c) R. Donk; T. Serbest; E. Elmalı; D. Haspolat; M. Fall; H. Hajradinović; R. Aabid; A. Engin; U. Bozok,Marafona; Ç. K. Erciyas; F. Bayır; F. Aksoy; A. Gülay; J. Novais; (c) D. Candeias; E. Aydoğan; E. Bekiroğlu; O. Aydın; W. Eduardo
21/22,Round 25,13/02/22,Trabzonspor,Konyaspor,2,1,6.94,6.74,4-2-3-1,4-2-3-1,(c) U. Çakır; D. Toköz; S. Denswil; V. Hugo; T. Puchacz; A. Bakasetas; M. Siopis; E. Višća; A. Ömür; A. N. Nwakaeme; A. Cornelius,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; K. Michalak; A. Rahmanović; Z. Bytyqi; A. Hassan
21/22,Round 25,14/02/22,Adana DS,Beşiktaş,1,1,6.94,6.86,4-4-2,4-2-3-1,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; K. Kanak; Y. Akgün; (c) G. Inler; B. Stambouli; M. Vargas; B. Bjarnason; M. Balotelli,E. Destanoğlu; K. Kalafat; Welinton; D. Vida; R. Yılmaz; N. Uysal; (c) A. Hutchinson; R. Ghezzal; A. Teixeira; C. Larin; M. Batshuayi
21/22,Round 25,14/02/22,Hatayspor,Göztepe,2,1,6.93,6.67,4-2-3-1,3-4-2-1,M. Mohamedi; K. A. Çörekçi; I. Sackey; B. Öksüz; S. Adekugbe; O. Ergün; R. Ribeiro; A. E. Kaabi; Y. Benzia; Kahraba; (c) M. B. Diouf,İ. C. Eğribayat; A. Çankaya; W. Ángel; K. Demirtaş; M. Paluli; A. Kara; S. Aydoğdu; F. Moubandje; D. Tijanič; (c) H. Akbunar; F. Di Santo
21/22,Round 24,04/02/22,Kayserispor,Hatayspor,4,3,6.71,6.59,4-4-2,4-2-3-1,S. Lung Jr.; O. Bulut; (c) U. Demirok; M. Çetin; L. Carole; E. Başsan; İ. Akdağ; A. Parmak; C. Mané; M. Gavranović; A. Bertolacci,M. Mohamedi; K. A. Çörekçi; I. Sackey; B. Öksüz; E. Kaplan; O. Ergün; M. Boudjemaa; S. Lobjanidze; A. Traoré; D. Saint-Louis; (c) M. B. Diouf
21/22,Round 24,04/02/22,Konyaspor,Giresunspor,1,0,6.99,6.8,4-2-3-1,4-2-3-1,E. Ersu; N. Skubic; A. Demirbağ; (c) A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; K. Michalak; A. Rahmanović; A. d. Silva; A. Hassan,O. Kocuk; (c) Z. Yavru; M. Diarra; A. Pérez; A. Behich; H. Traoré; Flávio; M. S. Suleymanov; F. Diabaté; Serginho; M. U. Nayir
21/22,Round 24,05/02/22,Gaziantep,Sivasspor,5,1,7.07,6.37,3-4-1-2,4-1-4-1,(c) G. Güvenç; P. Djilobodji; E. Ersoy; A. Toșca; S. Kitsiou; F. Soyalp; A. Vetrih; H. I. Pehlivan; A. Maxim; J. Figueiredo; M. Demir,A. Ş. Vural; K. Altınay; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; I. Cofie; E. Yeşilyurt; K. A. Kesgin; F. Fajr; P. Henrique; M. Yatabaré
21/22,Round 24,05/02/22,Karagümrük,Yeni Malatyaspor,1,0,7.03,7.01,4-1-4-1,4-5-1,E. Viviano; S. Dursun; D. Biraschi; D. Luckassen; C. Erkin; (c) L. Biglia; E. Mor; K. Bistrović; A. Touré; A. Musa; F. Borini,E. Özbir; M. Zeffane; (c) S. Çiftpınar; G. Campi; K. Hafez; M. Eskihellaç; G. Donsah; O. Azubuike; R. Aabid; M. Chouiar; N. Dicko
21/22,Round 24,05/02/22,Trabzonspor,Kasımpaşa,1,0,7.02,6.68,4-2-3-1,4-1-4-1,(c) U. Çakır; B. Peres; S. Denswil; V. Hugo; T. Puchacz; D. Toköz; M. Siopis; E. Višća; A. Ömür; A. N. Nwakaeme; A. Cornelius,(c) E. Taşkıran; F. Hadergjonaj; T. Serbest; T. Břečka; E. Elmalı; D. Haspolat; M. B. Ouanes; H. Hajradinović; M. Trávník; A. Engin; U. Bozok
21/22,Round 24,05/02/22,Fenerbahçe,Başakşehir,0,1,6.81,7.08,4-2-3-1,4-1-4-1,B. Özer; N. Sangaré; M. Kim; A. Szalai; F. Kadıoğlu; (c) J. Sosa; M. Crespo; B. Osayi-Samuel; İ. C. Kahveci; D. Pelkas; M. Berisha,(c) V. Babacan; J. Caiçara; L. Duarte; Y. Ndayishimiye; H. A. Kaldırım; T. Ciğerci; D. Türüç; D. Aleksić; B. Özcan; N. Chadli; S. Okaka
21/22,Round 24,06/02/22,Alanyaspor,Galatasaray,1,1,6.83,6.68,4-1-4-1,4-2-3-1,Marafona; Juanfran; F. Bayır; F. Aksoy; C. Borja; J. Novais; (c) E. Karaca; E. Akbaba; E. Bekiroğlu; D. Candeias; W. Eduardo,I. Peña; (c) Ö. Bayram; V. Nelsson; Marcão; P. v. Aanholt; B. Kutlu; T. Antalyalı; E. Kılınç; A. Cicâldău; K. Aktürkoğlu; R. Babel
21/22,Round 24,06/02/22,Rizespor,Adana DS,1,3,6.83,6.99,4-4-2,4-4-2,Z. Görgen; (c) G. Gönül; S. Ay; S. Holmén; C. Sertel; F. Boldrin; F. Baiano; E. Sabo; A. Potuk; D. Hümmet; J. Pohjanpalo,A. Murić; J. Svensson; T. T. Sanuç; S. Deli; K. Kanak; Y. Akgün; (c) G. Inler; B. Stambouli; M. Vargas; B. Bjarnason; M. Balotelli
21/22,Round 24,06/02/22,Beşiktaş,Antalyaspor,0,0,6.96,6.86,3-4-2-1,4-2-3-1,E. Destanoğlu; (c) N. Uysal; D. Vida; F. Montero; V. Rosier; M. Pjanić; C. Bozdoğan; R. Yılmaz; A. Teixeira; E. İlkhan; M. Batshuayi,R. Boffin; B. Balcı; (c) V. Sarı; Naldo; G. Vural; A. Poli; Fernando; A. Ndao; Fredy; D. Sinik; L. Adriano
21/22,Round 24,06/02/22,Göztepe,Altay,0,2,6.84,6.94,3-4-2-1,4-3-3,İ. C. Eğribayat; D. Arslanagić; A. Nukan; W. Ángel; K. Alıcı; O. Nwobodo; S. Aydoğdu; B. Emir; C. Ndiaye; (c) H. Akbunar; F. Di Santo,M. Lis; T. Ünlü; E. Björkander; M. Akça; (c) Ö. Özkaya; Z. Yildirim; Thaciano; M. Rodríguez; L. Kappel; D. Kadah; K. Karataş
21/22,Round 23,22/01/22,Yeni Malatyaspor,Beşiktaş,1,1,6.8,6.94,5-4-1,4-1-4-1,E. Özbir; M. Zeffane; (c) S. Çiftpınar; S. Kaya; P. G. Awuku; K. Hafez; M. Eskihellaç; O. Azubuike; R. Aabid; M. Chouiar; N. Dicko,E. Destanoğlu; V. Rosier; (c) N. Uysal; D. Vida; R. Yılmaz; M. Pjanić; R. Ghezzal; Souza; A. Teixeira; K. Karaman; M. Batshuayi
21/22,Round 23,22/01/22,Adana DS,Karagümrük,5,0,7.37,6.34,4-4-2,4-2-3-1,A. Murić; J. Svensson; S. Akaydın; T. T. Sanuç; K. Kanak; Y. Akgün; (c) G. Inler; B. Stambouli; M. Vargas; Y. Belhanda; B. Assombalonga,E. Viviano; S. Dursun; D. Biraschi; B. Bekaroğlu; J. Balkovec; K. Bistrović; (c) L. Biglia; E. Mor; J. Durmaz; Y. Karamoh; F. Borini
21/22,Round 23,22/01/22,Sivasspor,Fenerbahçe,1,1,6.76,6.86,4-1-4-1,4-4-2,A. Ş. Vural; A. Oğuz; D. Goutas; C. Osmanpaşa; (c) U. Çiftçi; Ö. Yigiter; E. Yeşilyurt; K. Altınay; I. Cofie; P. Henrique; M. Yatabaré,B. Özer; N. Sangaré; (c) S. Aziz; M. Kim; F. Novák; B. Osayi-Samuel; M. Zajc; M. Crespo; Enner Valencia; İ. C. Kahveci; S. Dursun
21/22,Round 23,22/01/22,Başakşehir,Göztepe,1,2,6.75,6.96,4-1-4-1,3-4-2-1,M. Şengezer; J. Caiçara; L. Duarte; Y. Ndayishimiye; H. A. Kaldırım; T. Ciğerci; Ö. A. Şahiner; (c) M. Tekdemir; B. Özcan; N. Chadli; S. Okaka,İ. C. Eğribayat; D. Arslanagić; A. Nukan; W. Ángel; M. Paluli; O. Nwobodo; Y. Kayan; F. Moubandje; C. Ndiaye; (c) H. Akbunar; A. Jahović
21/22,Round 23,23/01/22,Hatayspor,Rizespor,0,0,6.99,6.89,4-4-1-1,4-4-2,A. Yiğiter; K. A. Çörekçi; I. Sackey; B. Öksüz; S. Adekugbe; S. Lobjanidze; O. Ergün; R. Ribeiro; Kahraba; D. Saint-Louis; (c) M. B. Diouf,T. Çetin; (c) G. Gönül; S. Ay; S. Holmén; C. Sertel; F. Boldrin; F. Baiano; E. Sabo; A. Potuk; D. Hümmet; J. Pohjanpalo
21/22,Round 23,23/01/22,Kasımpaşa,Kayserispor,3,1,7.05,6.5,4-1-4-1,4-4-2,E. Taşkıran; F. Hadergjonaj; (c) R. Donk; T. Břečka; E. Elmalı; D. Haspolat; M. B. Ouanes; H. Hajradinović; T. Serbest; A. Engin; U. Bozok,S. Lung Jr.; O. Bulut; (c) U. Demirok; M. Hosseini; Y. Subaşı; E. Başsan; A. Parmak; J. Attamah; G. Sazdağı; M. Pektemek; M. Gavranović
21/22,Round 23,23/01/22,Altay,Konyaspor,0,1,6.65,7.04,4-2-3-1,4-2-3-1,M. Lis; T. Ünlü; E. Björkander; M. Akça; M. Naderi; Z. Yildirim; C. Gülselam; L. Kappel; (c) C. Pinares; M. Rodríguez; A. Y. Rayan,(c) I. Šehić; B. Yardımcı; A. Demirbağ; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; K. Michalak; E. Çekiçi; Z. Bytyqi; A. Hassan
21/22,Round 23,23/01/22,Antalyaspor,Gaziantep,0,0,7.1,6.98,4-2-3-1,5-3-2,R. Boffin; B. Balcı; V. Sarı; Naldo; F. Kudryashov; (c) H. Özmert; Fernando; A. Mehmedi; Fredy; D. Sinik; H. Wright,(c) G. Güvenç; S. Kitsiou; P. Djilobodji; E. Ersoy; A. Toșca; H. I. Pehlivan; R. Niyaz; D. Erdoğan; F. Soyalp; J. Figueiredo; A. Maxim
21/22,Round 23,23/01/22,Giresunspor,Alanyaspor,1,3,6.68,6.98,4-2-3-1,4-1-4-1,O. Kocuk; H. Bilazer; M. Diarra; A. Pérez; A. Behich; Z. Yavru; Flávio; M. S. Suleymanov; F. Diabaté; (c) I. Baldé; M. U. Nayir,Marafona; Juanfran; F. Bayır; F. Aksoy; C. Borja; J. Novais; (c) E. Karaca; E. Akbaba; E. Bekiroğlu; Davidson; W. Eduardo
21/22,Round 23,23/01/22,Galatasaray,Trabzonspor,1,2,6.69,6.88,4-1-4-1,4-2-3-1,F. Öztürk; S. Boey; V. Nelsson; Marcão; (c) Ö. Bayram; T. Antalyalı; E. Kılınç; B. Kutlu; A. Cicâldău; K. Aktürkoğlu; H. Dervişoğlu,(c) U. Çakır; B. Peres; S. Denswil; V. Hugo; T. Puchacz; D. Toköz; B. A. Özdemir; E. Višća; A. Bakasetas; A. N. Nwakaeme; A. Cornelius
21/22,Round 22,18/01/22,Karagümrük,Beşiktaş,0,1,6.79,7.06,4-2-3-1,4-1-4-1,(c) E. Viviano; S. Dursun; B. Bekaroğlu; J. Balkovec; C. Erkin; K. Bistrović; A. Uğur; E. Mor; J. Durmaz; Y. Karamoh; F. Borini,E. Destanoğlu; V. Rosier; (c) N. Uysal; D. Vida; R. Yılmaz; M. Pjanić; R. Ghezzal; Souza; O. Özyakup; C. Larin; M. Batshuayi
21/22,Round 22,18/01/22,Konyaspor,Adana DS,1,0,7.22,6.9,4-2-3-1,4-4-2,(c) I. Šehić; N. Skubic; A. Demirbağ; A. Bardakcı; G. H. Sityá; S. Dikmen; A. Hadžiahmetović; K. Michalak; A. Rahmanović; Z. Bytyqi; A. Hassan,A. Murić; J. Svensson; (c) S. Akaydın; T. T. Sanuç; A. Uludağ; Y. Akgün; S. Kurt; B. Stambouli; M. Vargas; B. Assombalonga; B. Bjarnason
21/22,Round 22,19/01/22,Rizespor,Antalyaspor,2,1,6.98,6.67,4-4-2,5-4-1,T. Çetin; (c) G. Gönül; S. Ay; E. Topçu; C. Sertel; F. Boldrin; F. Baiano; E. Sabo; A. Potuk; D. Hümmet; J. Pohjanpalo,R. Boffin; B. Balcı; (c) V. Sarı; Naldo; F. Kudryashov; G. Vural; H. Ghacha; A. Poli; Fredy; D. Sinik; H. Wright
21/22,Round 22,19/01/22,Göztepe,Sivasspor,2,1,6.95,6.84,3-4-2-1,4-1-4-1,İ. C. Eğribayat; D. Arslanagić; A. Nukan; W. Ángel; K. Alıcı; O. Nwobodo; S. Aydoğdu; (c) B. Emir; M. Baku; Lourency; C. Ndiaye,A. Ş. Vural; A. Oğuz; C. Osmanpaşa; S. Camara; (c) U. Çiftçi; Ö. Yigiter; E. Yeşilyurt; I. Cofie; K. A. Kesgin; P. Henrique; M. Yatabaré
21/22,Round 22,19/01/22,Kayserispor,Başakşehir,1,0,6.95,6.7,4-4-2,4-1-4-1,S. Lung Jr.; O. Bulut; (c) U. Demirok; M. Hosseini; Y. Subaşı; M. Cardoso; A. Parmak; İ. Akdağ; G. Sazdağı; M. Pektemek; M. Gavranović,(c) V. Babacan; J. Caiçara; L. Duarte; Y. Ndayishimiye; H. A. Kaldırım; T. Ciğerci; S. Gürler; D. Türüç; D. Aleksić; F. Gulbrandsen; S. Okaka
21/22,Round 22,19/01/22,Fenerbahçe,Altay,2,1,7.07,6.44,4-2-3-1,4-2-3-1,O. E. Çetin; B. Osayi-Samuel; S. Aziz; M. Kim; A. Szalai; M. Crespo; (c) J. Sosa; F. Kadıoğlu; İ. C. Kahveci; D. Pelkas; S. Dursun,M. Lis; T. Ünlü; E. Björkander; M. Akça; K. Karataş; Thaciano; C. Gülselam; L. Kappel; (c) C. Pinares; M. Rodríguez; A. Y. Rayan
21/22,Round 22,19/01/22,Trabzonspor,Giresunspor,1,1,6.87,7.03,4-2-3-1,4-2-3-1,(c) U. Çakır; B. Peres; H. Türkmen; V. Hugo; S. Denswil; B. A. Özdemir; D. Toköz; A. Ömür; A. Bakasetas; E. Višća; A. Cornelius,O. Kocuk; H. Bilazer; M. Diarra; A. Pérez; A. Behich; (c) Z. Yavru; Flávio; M. S. Suleymanov; F. Diabaté; Serginho; M. U. Nayir
21/22,Round 22,20/01/22,Alanyaspor,Hatayspor,6,0,7.49,6.07,4-1-4-1,4-4-1-1,Marafona; Juanfran; F. Bayır; F. Aksoy; C. Borja; J. Novais; (c) E. Karaca; E. Akbaba; E. Bekiroğlu; Davidson; W. Eduardo,A. Yiğiter; K. A. Çörekçi; F. Kurucuk; B. Öksüz; S. Adekugbe; S. Lobjanidze; O. Ergün; R. Ribeiro; M. Kamara; D. Saint-Louis; (c) M. B. Diouf
21/22,Round 22,20/01/22,Galatasaray,Kasımpaşa,1,3,6.61,7.07,4-2-3-1,4-1-4-1,İ. Çipe; D. Yedlin; V. Nelsson; Marcão; (c) Ö. Bayram; A. Öztürk; P. v. Aanholt; O. Moruțan; A. Cicâldău; K. Aktürkoğlu; H. Dervişoğlu,E. Taşkıran; F. Hadergjonaj; (c) R. Donk; T. Serbest; E. Elmalı; D. Haspolat; M. B. Ouanes; H. Hajradinović; M. Trávník; A. Engin; U. Bozok
21/22,Round 37,14/05/22,Kayserispor,Yeni Malatyaspor,3,0,7.05,,4-4-2,4-2-3-1,C. Gönen; R. Civelek; U. Demirok; D. Kolovetsios; Y. Subaşı; E. Başsan; İ. Akdağ; Campanharo; G. Sazdağı; M. Pektemek; (c) İ. Parlak,A. E. Türkaslan; B. Başdaş; P. G. Awuku; G. Campi; K. Hafez; (c) B. Çağıran; A. Ayna; M. M. Altıntaş; U. Taniş; K. Altunışık; B. Tetteh
21/22,Round 37,15/05/22,Göztepe,Beşiktaşx2,0,2,6.53,,5-3-2,3-4-2-1,A. Özçimen; M. Paluli; D. Arslanagić; M. Mihojević; K. Demirtaş; (c) B. Emir; D. Tijanič; A. Çankaya; Y. Kayan; M. Baku; F. Di Santo,E. Bilgin; S. Saatçı; Welinton; F. Montero; V. Rosier; E. İlkhan; (c) Souza; U. Meraş; C. Larin; G. N'Koudou; R. Ghezzal
21/22,Round 37,15/05/22,Trabzonspor,Altay,2,1,7.01,,4-2-3-1,3-5-2,(c) U. Çakır; S. Asan; A. Kaplan; V. Hugo; İ. Köybaşı; A. Bakasetas; M. Hamšík; E. Višća; A. Ömür; A. N. Nwakaeme; A. Cornelius,C. Topaloğlu; K. Thiam; (c) İ. Öztürk; E. Björkander; C. Karayel; Thaciano; C. Gülselam; A. B. Poko; K. Karataş; L. Kappel; M. Rodríguez
21/22,Round 37,15/05/22,Alanyaspor,Gaziantep,3,0,7.15,,4-2-3-1,4-4-2,Marafona; Juanfran; F. Bayır; F. Aksoy; C. Borja; U. Güneş; L. Fer; (c) E. Karaca; E. Akbaba; E. Bekiroğlu; F. Diédhiou,M. B. Bozan; (c) O. Ceylan; E. Ersoy; A. Toșca; H. I. Pehlivan; Á. Sagal; D. Erdoğan; A. Vetrih; M. Cihan; J. Figueiredo; A. Maxim
21/22,Round 37,15/05/22,Fenerbahçe,Karagümrük,0,0,7.18,,4-2-3-1,4-2-3-1,(c) A. Bayındır; N. Sangaré; S. Aziz; M. Tisserand; F. Kadıoğlu; M. Zajc; L. Gustavo; B. Osayi-Samuel; İ. C. Kahveci; D. Rossi; S. Dursun,E. Viviano; D. Biraschi; B. Bekaroğlu; D. Luckassen; C. Erkin; (c) L. Biglia; K. Bistrović; E. Mor; F. Borini; A. Musa; A. Pešić
21/22,Round 37,15/05/22,Giresunspor,Başakşehir,1,1,6.82,,4-2-3-1,4-1-4-1,O. Piri; (c) Z. Yavru; S. Piçinciol; A. Pérez; H. Bilazer; H. Traoré; Flávio; Serginho; Chiquinho; F. Diabaté; M. U. Nayir,V. Babacan; J. Caiçara; L. Duarte; A. Epureanu; L. Lima; T. Ciğerci; D. Türüç; (c) M. Tekdemir; B. Özcan; M. Trézéguet; F. Gulbrandsen
21/22,Round 37,15/05/22,Kasımpaşa,Antalyaspor,2,4,6.55,,4-1-4-1,4-2-3-1,E. Canpolat; M. F. Yıldırım; J. Bruma; T. Břečka; F. Hadergjonaj; R. Aabid; M. Fall; (c) H. Hajradinović; V. Eysseric; J. Muleka; U. Bozok,R. Boffin; B. Balcı; B. Öztürk; Naldo; G. Vural; (c) Fredy; Fernando; A. Ndao; L. Adriano; D. Sinik; H. Wright
21/22,Round 37,15/05/22,Konyaspor,Hatayspor,3,1,7.12,,4-2-3-1,4-2-3-1,I. Šehić; (c) N. Skubic; M. Çağıran; A. Bardakcı; G. H. Sityá; O. Ülgün; A. Hadžiahmetović; K. Michalak; E. Çekiçi; Z. Bytyqi; S. Cikalleshi,M. Mohamedi; S. Bas; F. Kurucuk; B. Öksüz; E. Kaplan; D. Saint-Louis; M. Boudjemaa; S. Lobjanidze; Y. Benzia; A. E. Kaabi; (c) M. B. Diouf
21/22,Round 37,16/05/22,Rizespor,Sivasspor,1,2,6.67,7.02,4-2-3-1,4-2-3-1,G. Akkan; (c) G. Gönül; C. Ponck; E. Topçu; E. Albayrak; E. Sabo; L. Phiri; T. Boyd; D. Hümmet; A. Umar; P. D. Cissé,A. Ş. Vural; A. Oğuz; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Ulvestad; (c) H. Arslan; E. Yeşilyurt; F. Fajr; M. Gradel; M. Yatabaré
21/22,Round 37,16/05/22,Galatasaray,Adana DS,3,2,6.94,6.64,4-2-3-1,4-2-3-1,(c) F. Muslera; S. Boey; V. Nelsson; Marcão; P. v. Aanholt; E. Pulgar; B. Kutlu; R. Babel; H. Dervişoğlu; K. Aktürkoğlu; B. Gomis,A. Murić; S. Güler; S. Akaydın; S. Deli; A. Uludağ; (c) G. Inler; B. Bjarnason; Y. Akgün; Y. Belhanda; M. Vargas; M. Balotelli
